Long Name Version,Typeform registration link,PMS,Meta-title,Meta-description,slug,Website,Clinic Name,Display_on_web,link to clinic suburb page,Full Address,City,Suburb,State,Postcode,Email,Phone,nearby1_txt,nearby1_link,nearby2_txt,nearby2_link,nearby3_txt,nearby3_link,nearby4_txt,nearby4_link,About Clinic
Praxis Physiotherapy - Carseldine,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Praxis Physiotherapy, Carseldine","Book a physiotherapy appointment at Praxis Physiotherapy, located at 751 Beams Road, Carseldine QLD 4034. See their availability and book online today.",/clinic/praxis-physiotherapy-carseldine,https://www.praxisphysio.com.au/,Praxis Physiotherapy,Yes,qld/carseldine-4034,"751 Beams Road, Carseldine QLD 4034",Brisbane,Carseldine,QLD,4034,admin@praxisphysio.com.au,07 3102 3337,Somerset,qld/somerset-4036,Fitzgibbon,qld/fitzgibbon-4018,Aspley,qld/aspley-4034,Zillmere,qld/zillmere-4034,"Praxis Physiotherapy and their empathetic practitioners take pride in their approach to physio, giving patients the care they deserve, and need! Located at 751 Beams Road, Carseldine QLD 4034, Praxis Physiotherapy mostly treat hand issues, fat pad impingement and sporting injuries. Praxis Physiotherapy service Carseldine, Somerset, Fitzgibbon and Aspley. Call their physiotherapy clinic on 07 3102 3337 right away!"
Chevron Island Physio,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Chevron Island Physio, Chevron Island","Book a physiotherapy appointment at Chevron Island Physio, located at 21 Adori Street, Chevron Island QLD 4217. See their availability and book online today.",/clinic/chevron-island-physio,https://www.chevronislandphysio.com.au/,Chevron Island Physio,Yes,qld/chevron-island-4217,"21 Adori Street, Chevron Island QLD 4217",Gold Coast,Chevron Island,QLD,4217,info@chevronislandphysio.com.au,07 5504 7000,Bundall,qld/bundall-4217,Surfers Paradise,qld/surfers-paradise-4217,Isle Of Capri,qld/isle-of-capri-4217,Gold Coast,qld/gold-coast-4217,"Chevron Island Physio and their professional staff take an individualised approach to patient-care, allowing you to break free from pain, and get back to doing what you love! Located at 21 Adori Street, Chevron Island QLD 4217, Chevron Island Physio physios are experts in dealing with wrist issues, tendinopathy and tennis elbow from overwork. Chevron Island Physio service Chevron Island, Bundall, Surfers Paradise and Isle Of Capri. Enquire on 07 5504 7000 pronto!"
Junction Road Physio,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Junction Road Physio, Clayfield","Book a physiotherapy appointment at Junction Road Physio, located at 312 Junction Road, Clayfield QLD 4011. See their availability and book online today.",/clinic/junction-road-physio,http://junctionroadphysio.com.au/,Junction Road Physio,Yes,qld/clayfield-4011,"312 Junction Road, Clayfield QLD 4011",Brisbane,Clayfield,QLD,4011,reception@junctionroadphysio.com.au,07 3857 4810,Wooloowin,qld/wooloowin-4010,Albion,qld/albion-4030,Albion Richmond,qld/albion-richmond-4030,Kalinga,qld/kalinga-4010,"Junction Road Physio and their professional physiotherapists give you tailored and specific patient treatment, striving for a great outcome! Located at 312 Junction Road, Clayfield QLD 4011, Junction Road Physio love treating elbow issues, labral hip tears and injuries sustained from long hours at work. Junction Road Physio service Clayfield, Wooloowin, Albion and Albion Richmond. Request a time to see their physios on 07 3857 4810 asap!"
Ace Health Care,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Ace Health Care, Clear Island Waters","Book a physiotherapy appointment at Ace Health Care, located at 3/60 Santa Cruz Boulevard, Clear Island Waters QLD 4226. See their availability and book online today.",/clinic/ace-health-care-clear-island-waters,https://acehealthcentre.com/,Ace Health Care,Yes,qld/clear-island-waters-4226,"3/60 Santa Cruz Boulevard, Clear Island Waters QLD 4226",Gold Coast,Clear Island Waters,QLD,4226,admin@acehealthcentre.com,07 5572 6222,Broadbeach Waters,qld/broadbeach-waters-4218,Mermaid Waters,qld/mermaid-waters-4218,Pacific Fair,qld/pacific-fair-4218,Broadbeach,qld/broadbeach-4218,"Ace Health Care and their professional team take pride in their one on one approach to treatment, attending to your needs! Located at 3/60 Santa Cruz Boulevard, Clear Island Waters QLD 4226, Ace Health Care staff mostly work on hip issues, whiplash and injuries sustained working from home. Ace Health Care service Clear Island Waters, Broadbeach Waters, Mermaid Waters and Pacific Fair. Don't delay, call their physiotherapy team on 07 5572 6222 straight away!"
Physio Dynamics - Cleveland,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Physio Dynamics, Cleveland","Book a physiotherapy appointment at Physio Dynamics, located at 11/197 Bloomfield Street, Cleveland QLD 4163. See their availability and book online today.",/clinic/physio-dynamics-cleveland,https://physiodynamics.com.au/,Physio Dynamics,Yes,qld/cleveland-4163,"11/197 Bloomfield Street, Cleveland QLD 4163",Brisbane,Cleveland,QLD,4163,cleveland@physiodynamics.com.au,07 3286 9444,Raby Bay,qld/raby-bay-4163,Ormiston,qld/ormiston-4160,Wellington Point,qld/wellington-point-4160,Thorneside,qld/thorneside-4158,"Physio Dynamics and their empathetic physiotherapists take a holistic approach to manual therapy, motivated to get you the best result possible! Located at 11/197 Bloomfield Street, Cleveland QLD 4163, Physio Dynamics love treating back issues, piriformis sydnrome and tennis elbow from overwork. Physio Dynamics service Cleveland, Raby Bay, Ormiston and Wellington Point. Make a time on 07 3286 9444 immediately!"
Physio on Bayside - Cleveland,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Physio on Bayside, Cleveland","Book a physiotherapy appointment at Physio on Bayside, located at 7/111 Queen Street, Cleveland QLD 4163. See their availability and book online today.",/clinic/physio-on-bayside-cleveland,https://www.physioonbayside.com/,Physio on Bayside,No,qld/cleveland-4163,"7/111 Queen Street, Cleveland QLD 4163",Brisbane,Cleveland,QLD,4163,hello@physioonbayside.com.au,07 3286 6608,Raby Bay,qld/raby-bay-4163,Ormiston,qld/ormiston-4160,Wellington Point,qld/wellington-point-4160,Thorneside,qld/thorneside-4158,"Physio on Bayside and their caring staff take pride in their approach to physio, with their number one goal being patient satisfaction! Located at 7/111 Queen Street, Cleveland QLD 4163, Physio on Bayside predominantly treat hip issues, piriformis sydnrome and issues resulting from a poor office setup. Physio on Bayside service Cleveland, Raby Bay, Ormiston and Wellington Point. Contact them to make a time on 07 3286 6608 asap!"
My Place Physio,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at My Place Physio, Coolangatta","Book a physiotherapy appointment at My Place Physio, located at Shop 6/32-34 Musgrave Street, Coolangatta QLD 4225. See their availability and book online today.",/clinic/my-place-physio,https://myplacephysio.com.au/,My Place Physio,No,qld/coolangatta-4225,"Shop 6/32-34 Musgrave Street, Coolangatta QLD 4225",Gold Coast,Coolangatta,QLD,4225,jacob@myplacephysio.com.au,0425 863 797,Banora Point,nsw/banora-point-2486,Tweed Heads,nsw/tweed-heads-2485,Bilinga,qld/bilinga-4225,Tweed Heads South,nsw/tweed-heads-south-2486,"My Place Physio and their empathetic physiotherapists take pride in their one on one approach to manual therapy, caring for all of their patients and their individual needs! Located at Shop 6/32-34 Musgrave Street, Coolangatta QLD 4225, My Place Physio physios are experts in dealing with shoulder issues, fat pad impingement and sporting injuries. My Place Physio service Coolangatta, Banora Point, Tweed Heads and Bilinga. Make a time on 0425 863 797 straight away!"
Birtwill Physio - Coolum Beach,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Birtwill Physio, Coolum Beach","Book a physiotherapy appointment at Birtwill Physio, located at 23C / 21 Birtwill Street, Coolum Beach QLD 4573. See their availability and book online today.",/clinic/birtwill-physio-coolum-beach,https://www.birtwillphysio.com.au/,Birtwill Physio,No,qld/coolum-beach-4573,"23C / 21 Birtwill Street, Coolum Beach QLD 4573",Sunshine Coast,Coolum Beach,QLD,4573,birtwillphysiotherapy@gmail.com,07 5446 1630,Point Arkwright,qld/point-arkwright-4573,Yaroomba,qld/yaroomba-4573,Mount Coolum,qld/mount-coolum-4573,Peregian Springs,qld/peregian-springs-4573,"Birtwill Physio and their committed team take pride in delivering holistic physical therapy, attending to your needs! Located at 23C / 21 Birtwill Street, Coolum Beach QLD 4573, Birtwill Physio physios are experts in dealing with hand pain, whiplash and tennis elbow from overuse. Birtwill Physio service Coolum Beach, Point Arkwright, Yaroomba and Mount Coolum. Book an appointment on 07 5446 1630 immediately!"
Adjust Physiotherapy,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Adjust Physiotherapy, Coomera","Book a physiotherapy appointment at Adjust Physiotherapy, located at 3/2 Fortune Street, Coomera QLD 4209. See their availability and book online today.",/clinic/adjust-physiotherapy,https://www.adjust.com.au/,Adjust Physiotherapy,Yes,qld/coomera-4209,"3/2 Fortune Street, Coomera QLD 4209",Gold Coast,Coomera,QLD,4209,physio@adjust.com.au,07 5502 3301,Upper Coomera,qld/upper-coomera-4209,Hope Island,qld/hope-island-4212,Pimpama,qld/pimpama-4209,Oxenford,qld/oxenford-4210,"Adjust Physiotherapy and their team of experienced physios take an individualised approach to treatment, helping you feel great soon! Located at 3/2 Fortune Street, Coomera QLD 4209, Adjust Physiotherapy physios are experts in dealing with knee pain, shoulder bursitis and tennis elbow as a result of a work injury. Adjust Physiotherapy service Coomera, Upper Coomera, Hope Island and Pimpama. Make a time on 07 5502 3301 immediately!"
Active Living Physio & Sports Health - Coomera Waters,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Active Living Physio & Sports Health, Coomera Waters","Book a physiotherapy appointment at Active Living Physio & Sports Health, located at 3A, 25 Harbour Village Parade, Coomera Waters QLD 4209. See their availability and book online today.",/clinic/active-living-physio-and-sports-health-coomera-waters,https://www.activelivingphysio.com.au/,Active Living Physio & Sports Health,No,qld/coomera-waters-4209,"3A, 25 Harbour Village Parade, Coomera Waters QLD 4209",Gold Coast,Coomera Waters,QLD,4209,gregg@activelivingphysio.com.au,0434 265 919,Pimpama,qld/pimpama-4209,Ormeau Hills,qld/ormeau-hills-4208,Ormeau,qld/ormeau-4208,Norwell,qld/norwell-4208,"Active Living Physio & Sports Health and their professional practitioners provide specific and tailored patient-care, striving for long term cures, not short term fixes! Located at 3A, 25 Harbour Village Parade, Coomera Waters QLD 4209, Active Living Physio & Sports Health mostly treat chronic pain, sacroiliac joint dysfunction and tennis elbow from overuse. Active Living Physio & Sports Health service Coomera Waters, Pimpama, Ormeau Hills and Ormeau. Contact their physiotherapy clinic to book an appointment on 0434 265 919 immediately!"
Fully Integrated Therapies,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Fully Integrated Therapies, Coopers Plains","Book a physiotherapy appointment at Fully Integrated Therapies, located at 2/124 Orange Grove Road, Coopers Plains QLD 4108. See their availability and book online today.",/clinic/fully-integrated-therapies,https://www.fullyintegratedtherapies.com/,Fully Integrated Therapies,Yes,qld/coopers-plains-4108,"2/124 Orange Grove Road, Coopers Plains QLD 4108",Brisbane,Coopers Plains,QLD,4108,enquiries@fitcoopers.com,07 3277 2337,Salisbury,qld/salisbury-4107,Acacia Ridge,qld/acacia-ridge-4110,Sunnybank,qld/sunnybank-4109,Robertson,qld/robertson-4111,"Fully Integrated Therapies and their experienced practitioners give you tailored and specific physiotherapy, helping you feel great soon! Located at 2/124 Orange Grove Road, Coopers Plains QLD 4108, Fully Integrated Therapies work with patients suffering from foot pain, doms and sports injuries. Fully Integrated Therapies service Coopers Plains, Salisbury, Acacia Ridge and Sunnybank. Book a time with their friendly team on 07 3277 2337 right now!"
Fizzio Clinics - Coorparoo,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Fizzio Clinics, Coorparoo","Book a physiotherapy appointment at Fizzio Clinics, located at Cnr Cavendish Road & Goring Street, Coorparoo QLD 4151. See their availability and book online today.",/clinic/fizzio-clinics-coorparoo,https://fizzioclinics.com/,Fizzio Clinics,No,qld/coorparoo-4151,"Cnr Cavendish Road & Goring Street, Coorparoo QLD 4151",Brisbane,Coorparoo,QLD,4151,admin@fizzioclinics.com,1300 693 499,Greenslopes,qld/greenslopes-4120,Stones Corner,qld/stones-corner-4120,Norman Park,qld/norman-park-4170,East Brisbane,qld/east-brisbane-4169,"Fizzio Clinics and their hard-working team take pride in their one on one approach to physical therapy, allowing you to break free from pain, and get back to doing what you love! Located at Cnr Cavendish Road & Goring Street, Coorparoo QLD 4151, Fizzio Clinics work with patients suffering from hand issues, rolled ankles and tennis elbow as a result of a sporting injury. Fizzio Clinics service Coorparoo, Greenslopes, Stones Corner and Norman Park. Contact their physiotherapy clinic to book an appointment on 1300 693 499 now!"
Core Physiotherapy - Corinda,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Core Physiotherapy, Corinda","Book a physiotherapy appointment at Core Physiotherapy, located at 667 Oxley Road, Corinda QLD 4075. See their availability and book online today.",/clinic/core-physiotherapy-corinda,https://corehealthcare.com.au/,Core Physiotherapy,Yes,qld/corinda-4075,"667 Oxley Road, Corinda QLD 4075",Brisbane,Corinda,QLD,4075,info@corehealthcare.com.au,1300 012 273,Sherwood,qld/sherwood-4075,Oxley,qld/oxley-4075,Graceville,qld/graceville-4075,Chapel Hill,qld/chapel-hill-4069,"Core Physiotherapy and their experienced staff take an individualised approach to physio, motivated to get you the best result possible! Located at 667 Oxley Road, Corinda QLD 4075, Core Physiotherapy team are great at treating hip issues, sacroiliac joint dysfunction and tennis elbow as a result of a sporting injury. Core Physiotherapy service Corinda, Sherwood, Oxley and Graceville. Request an appointment with their experienced physiotherapists on 1300 012 273 right now!"
Logan Physio,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Logan Physio, Crestmead","Book a physiotherapy appointment at Logan Physio, located at 2 Mallee St CRESTMEAD, QLD 4132. See their availability and book online today.",/clinic/logan-physio,https://www.loganphysio.com.au,Logan Physio,Yes,qld/crestmead-4132,"2 Mallee Street, Crestmead QLD 4132",Brisbane,Crestmead,QLD,4132,admin@loganphysio.com.au,07 3200 8541,Marsden,qld/marsden-4132,Heritage Park,qld/heritage-park-4125,Waterford West,qld/waterford-west-4132,Berrinba,qld/berrinba-4132,"Logan Physio and their caring team provide a bespoke approach to physio, helping you reduce pain, and regain your independence! Located at 2 Mallee Street, Crestmead QLD 4132, Logan Physio team are experts in wrist issues, tendinopathy and issues relating to a poor ergonomic setup. Logan Physio service Crestmead, Marsden, Heritage Park and Waterford West. Don't delay, book an appointment on 07 3200 8541 pronto!"
